school_name,street,postcode,easting,northing,web_site,school_group,maintain_status,lea_no,dcfs_no,_geom
Acocks Green Primary School,Westley Road,B27 7UQ,411976,283216,http://acocks.schooljotter2.com/,Primary,Academy Converter,330,2020,"{""type"":""Point"",""coordinates"":[-1.82522312891254,52.4467952243302]}"
Adderley Nursery School,Adderley Road,B8 1EH,409476,287857,http://www.addleyn.bham.sch.uk/,Nursery,LA Nursery School,330,1027,"{""type"":""Point"",""coordinates"":[-1.86187538460657,52.4885571394878]}"
Adderley Primary School,Arden Road,B8 1DZ,409534,287331,http://www.adderleyprimary.co.uk/,Primary,Community School,330,2010,"{""type"":""Point"",""coordinates"":[-1.86105072305983,52.483827465766]}"
Al-Furqan Primary School,Reddings Lane,B11 3EY,410459,283448,http://www.al-furqan-pri.bham.sch.uk/,Primary,Voluntary Aided School,330,5949,"{""type"":""Point"",""coordinates"":[-1.84755023388747,52.4489027767099]}"
Al-Hijrah School,"Cherrywood Centre, Burbidge Road",B9 4US,410058,287022,http://www.alhijrahschool.co.uk/,All Through,Voluntary Aided School,330,4334,"{""type"":""Point"",""coordinates"":[-1.85332920347704,52.4810402556962]}"
Albert Bradbeer Primary Academy,Turves Green,B31 4RD,401976,277384,http://www.abprimary.bham.sch.uk/,Primary,Academy Converter,330,3433,"{""type"":""Point"",""coordinates"":[-1.97240036986396,52.3944907714185]}"
Allens Croft Nursery School,Allens Croft Road,B14 6RP,406019,280393,http://www.allenscn.bham.sch.uk/,Nursery,LA Nursery School,330,1017,"{""type"":""Point"",""coordinates"":[-1.91291831571312,52.4215131903071]}"
Allens Croft Primary School,Allens Croft Road,B14 6RP,405995,280354,http://www.allcroft.bham.sch.uk/,Primary,Community School,330,2153,"{""type"":""Point"",""coordinates"":[-1.91327193035766,52.4211628480957]}"
Alston Primary School,Alston Road,B9 5UN,411572,287073,http://www.alston.bham.sch.uk/,Primary,Academy Sponsor Led,330,2144,"{""type"":""Point"",""coordinates"":[-1.83104939903958,52.4814780335717]}"
Anderton Park Primary School,Dennis Road,B12 8BL,408580,283706,http://www.andertonparkschool.org/,Primary,Community School,330,2062,"{""type"":""Point"",""coordinates"":[-1.87517600798768,52.4512634569079]}"
Anglesey Primary School,Anglesey Street,B19 1RA,406167,289083,http://www.angleseysch-bham.co.uk/,Primary,Community School,330,2479,"{""type"":""Point"",""coordinates"":[-1.91058449557963,52.499634484346]}"
Archbishop Ilsley Catholic School,Victoria Road,B27 7XY,412207,283004,http://www.ilsley.bham.sch.uk/,Secondary,Voluntary Aided School,330,4804,"{""type"":""Point"",""coordinates"":[-1.82184679914732,52.4448753309294]}"
Arden Primary School,Baker Street,B11 4SF,409440,284146,http://www.arden.bham.sch.uk/,Primary,Community School,330,2300,"{""type"":""Point"",""coordinates"":[-1.86250928515163,52.4551960965477]}"
Ark Boulton Academy,Golden Hillock Road,B11 2QG,409553,284430,http://arkboulton.org/,Secondary,Academy Sponsor Led,330,4013,"{""type"":""Point"",""coordinates"":[-1.86083839430338,52.4577472953215]}"
Ark Chamberlain Primary Academy,Oldknow Road,B10 0HU,410468,285170,http://www.oldknowacademy.co.uk/,Juniors,Academy Converter,330,2182,"{""type"":""Point"",""coordinates"":[-1.84736435228721,52.4643832924865]}"
Ark Kings Academy,Shannon Road,B38 9DE,404755,277790,http://www.arkkingsacademy.org/,Secondary,Academy Sponsor Led,330,4001,"{""type"":""Point"",""coordinates"":[-1.93155568062476,52.3981153129918]}"
Ark Rose Primary Academy,Tees Grove,B38 9DH,404579,277950,http://www.arkroseprimary.org/,Primary,Academy Sponsor Led,330,2041,"{""type"":""Point"",""coordinates"":[-1.93414016150021,52.3995641223995]}"
Ark St Alban's Academy,Conybere Street,B12 0YH,407619,285418,http://arkstalbans.org/,Secondary,Academy Sponsor Led,330,6908,"{""type"":""Point"",""coordinates"":[-1.88928074373092,52.466664195248]}"
Ark Tindal Primary Academy,Tindal Street,B12 9QS,407660,284128,http://www.arktindalprimary.org/,Primary,Academy Sponsor Led,330,2056,"{""type"":""Point"",""coordinates"":[-1.88870380252685,52.4550706960803]}"
Aston Manor Academy,Phillips Street,B6 4PZ,407555,288676,http://www.astonmanor.bham.sch.uk/,Secondary,Academy Converter,330,4220,"{""type"":""Point"",""coordinates"":[-1.8901474985039,52.4959583983949]}"
Aston Tower Community Primary School,Upper Sutton Street,B6 5BE,407750,289172,http://www.astontowerprimary.co.uk/,Primary,Community School,330,2443,"{""type"":""Point"",""coordinates"":[-1.88727855487725,52.5004057997292]}"
Aston University Engineering Academy,1 Lister Street,B7 4AG,407819,287923,http://www.auea.co.uk/,Secondary,Academy Sponsor Led,330,4003,"{""type"":""Point"",""coordinates"":[-1.8862869529843,52.4891787352421]}"
Audley Primary School,Audley Road,B33 9HY,413942,287842,http://www.audley.bham.sch.uk/,Primary,Community School,330,3412,"{""type"":""Point"",""coordinates"":[-1.79612043457231,52.488327479052]}"
Balaam Wood School,New Street,B45 0EU,398931,278428,http://www.frankley.bham.sch.uk/,Secondary,Community School,330,4333,"{""type"":""Point"",""coordinates"":[-2.01715224695706,52.4038692948836]}"
Banners Gate Primary School,Coppice View Road,B73 6UE,408410,295660,http://www.bannersgate.bham.sch.uk/,Primary,Community School,330,2026,"{""type"":""Point"",""coordinates"":[-1.87739424668998,52.5587313039615]}"
Barford Primary School,Barford Road,B16 0EF,404509,287413,http://www.barfordprimary.co.uk/site,Primary,Community School,330,2014,"{""type"":""Point"",""coordinates"":[-1.93503113704246,52.4846311260023]}"
Bartley Green School,Adams Hill,B32 3QJ,400161,282166,http://www.bartleygreen.org.uk/,Secondary,Academy Converter,330,4108,"{""type"":""Point"",""coordinates"":[-1.99907236280851,52.4374843697657]}"
Baskerville School,Fellows Lane,B17 9TS,402363,284431,http://www.baskvill.bham.sch.uk/,Special,Community School,330,7016,"{""type"":""Point"",""coordinates"":[-1.96665121930852,52.4578331517683]}"
Beaufort School,Stechford Road,B34 6BJ,413176,288309,http://www.beaufort.bham.sch.uk/,Special,Community School,330,7052,"{""type"":""Point"",""coordinates"":[-1.80737286242173,52.492548262063]}"
Bellfield Infant School (NC),Vineyard Road,B31 1PT,401956,279850,http://www.bellfield-inf.bham.sch.uk/,Infants,Community School,330,2239,"{""type"":""Point"",""coordinates"":[-1.9726807941449,52.4166514002816]}"
Bellfield Junior SU School,Vineyard Road,B31 1PT,401928,279846,http://www.bellfield-jun.bham.sch.uk/,Juniors,Community School,330,2241,"{""type"":""Point"",""coordinates"":[-1.97309250234465,52.4166155441395]}"
Bells Farm Junior and Infant School,Bells Farm Close,B14 5QP,406332,278789,http://bellsfarm.org/,Primary,Community School,330,2456,"{""type"":""Point"",""coordinates"":[-1.90834558717316,52.4070896821987]}"
Benson Community School,Benson Road,B18 5TD,404786,288893,http://www.bensonschool.co.uk/,Primary,Community School,330,2435,"{""type"":""Point"",""coordinates"":[-1.93094486224634,52.4979310275103]}"
Billesley Primary School,Trittiford Road,B13 0ES,409079,280777,http://www.billesley.bham.sch.uk/,Primary,Academy Sponsor Led,330,2072,"{""type"":""Point"",""coordinates"":[-1.86791206532655,52.4249237846635]}"
Birches Green Infant School,Birches Green Road,B24 9SR,411674,290972,http://www.birchgni.bham.sch.uk/,Infants,Community School,330,2025,"{""type"":""Point"",""coordinates"":[-1.82939744922351,52.5165274705593]}"
Birches Green Junior School,Birches Green Road,B24 9SR,411719,291016,http://www.birchgnj.bham.sch.uk/,Juniors,Community School,330,2024,"{""type"":""Point"",""coordinates"":[-1.82873276136921,52.5169220451015]}"
Birchfield Community School,Trinity Road,B6 6AJ,406946,290217,http://www.birchfld.bham.sch.uk/,Primary,Community School,330,2297,"{""type"":""Point"",""coordinates"":[-1.89909043128083,52.5098117150007]}"
Birmingham Ormiston Academy,1 Grovesnor Street,B4 7QD,407742,287262,http://www.boa-academy.co.uk/,Secondary,Academy Sponsor Led,330,4000,"{""type"":""Point"",""coordinates"":[-1.88743134729853,52.4832360227224]}"
Bishop Challoner Catholic College,Institute Road,B14 7EG,407588,281677,http://www.bishopchalloner.org.uk/,Secondary,Voluntary Aided School,330,5413,"{""type"":""Point"",""coordinates"":[-1.8898327993637,52.4330282477432]}"
Bishop Vesey's Grammar School,Lichfield Road,B74 2NH,412162,296813,http://www.bvgs.co.uk/,Secondary,Academy Converter,330,4660,"{""type"":""Point"",""coordinates"":[-1.82200898596058,52.5690264340191]}"
Bishop Walsh Catholic School,Wylde Green Road,B76 1QT,412890,294398,http://bishopwalsh.net/welcome/,Secondary,Academy Converter,330,4661,"{""type"":""Point"",""coordinates"":[-1.81134651179241,52.5472994804394]}"
Blakesley Hall Primary School,Yardley Green Road,B33 8TH,412618,286390,http://www.blakesley.bham.sch.uk/,Primary,Community School,330,2254,"{""type"":""Point"",""coordinates"":[-1.81567318734741,52.4753060317169]}"
Bloomsbury Children's Centre,Bloomsbury Street,B7 5BX,408737,288423,http://www.bloomsburynscc.com/,Nursery,LA Nursery School,330,1025,"{""type"":""Point"",""coordinates"":[-1.87275854473142,52.4936665920654]}"
Boldmere Infant School and Nursery,Cofield Road,B73 5SD,410634,294077,http://www.boldmere-inf.bham.sch.uk/,Infants,Community School,330,2402,"{""type"":""Point"",""coordinates"":[-1.84463959807877,52.5444530441183]}"
Boldmere Junior School,Cofield Road,B73 5SD,410690,294113,http://www.bldmerej.bham.sch.uk/,Juniors,Community School,330,2401,"{""type"":""Point"",""coordinates"":[-1.84379794862214,52.5447845585803]}"
Bordesley Green East Nursery School,358 Bordesley Green East,B33 8QB,412816,286694,http://www.bgens.bham.sch.uk/,Nursery,LA Nursery School,330,1001,"{""type"":""Point"",""coordinates"":[-1.81273191684551,52.4780343997684]}"
Bordesley Green Girls' School & Sixth Form,Bordesley Green Road,B9 4TR,410002,287014,http://www.bordgrng.bham.sch.uk/,Secondary,Community School,330,4115,"{""type"":""Point"",""coordinates"":[-1.85416870330827,52.4809693920951]}"
Bordesley Green Primary School,Marchmont Road,B9 5XX,411032,286761,http://www.bordsgrn.bham.sch.uk/,Primary,Community School,330,2030,"{""type"":""Point"",""coordinates"":[-1.83899623725517,52.4786753197983]}"
Bordesley Village Primary School and Children's Centre,Emmeline Street,B9 4NG,408932,286510,http://bvcs-bham.co.uk/,Primary,Community School,330,2002,"{""type"":""Point"",""coordinates"":[-1.8699224464917,52.4764657107465]}"
Bournville Infant School,Linden Road,B30 1JY,404411,281232,http://www.bournvilleinfantschool.org.uk/,Infants,Voluntary Aided School,330,3354,"{""type"":""Point"",""coordinates"":[-1.93655255043733,52.4290708122148]}"
Bournville Junior School,Linden Road,B30 1JY,404390,281304,http://www.bournvillejunior.org.uk/,Juniors,Voluntary Aided School,330,3353,"{""type"":""Point"",""coordinates"":[-1.93686048254017,52.4297182533564]}"
Bournville School and Sixth Form Centre,Griffins Brook Lane,B30 1QJ,403276,280690,http://www.bournvilleschool.org/,Secondary,Academy Sponsor Led,330,4017,"{""type"":""Point"",""coordinates"":[-1.95325023610658,52.4241970047178]}"
Braidwood School for the Deaf,Bromford Road,B36 8AF,412317,289399,http://www.braidwood.bham.sch.uk/,Special,Foundation School,330,7030,"{""type"":""Point"",""coordinates"":[-1.81999422610976,52.5023663107611]}"
Brays School,Brays Road,B26 1NS,414059,284609,http://www.brays.bham.sch.uk/,Special,Community School,330,7038,"{""type"":""Point"",""coordinates"":[-1.79451795539138,52.4592600623219]}"
Brearley Nursery School,Brearley Street,B19 3XJ,406820,288242,,Nursery,LA Nursery School,330,1002,"{""type"":""Point"",""coordinates"":[-1.90098233211277,52.4920573483586]}"
Broadmeadow Infant School,Monyhull Hall Road,B30 3QJ,405920,278963,http://www.brdmedoi.bham.sch.uk/,Infants,Community School,330,2238,"{""type"":""Point"",""coordinates"":[-1.91441351495166,52.4086584877126]}"
Broadmeadow Junior School,Monyhull Hall Road,B30 3QJ,405871,278942,http://www.brdmedoj.bham.sch.uk/,Juniors,Community School,330,2236,"{""type"":""Point"",""coordinates"":[-1.91513421428635,52.4084612803691]}"
Broadway Academy,The Broadway,B20 3DP,407183,290576,http://www.broadway-school.co.uk/,Secondary,Academy Converter,330,4227,"{""type"":""Point"",""coordinates"":[-1.89558652802787,52.5130352293869]}"
Brookfields Primary School,2 Hingeston Street,B18 6PU,405646,287976,http://www.brookfields.bham.sch.uk/,Primary,Community School,330,2034,"{""type"":""Point"",""coordinates"":[-1.91829218848868,52.4896881485625]}"
Brookvale Primary School,Mallard Drive,B23 7YB,408836,291473,http://www.brookvaleschool.co.uk/,Primary,Academy Converter,330,2295,"{""type"":""Point"",""coordinates"":[-1.87122052246565,52.5210841636034]}"
Brownmead Primary Academy,Pencroft Road,B34 6SS,414974,288997,http://learning.brownmead.academy/,Primary,Academy Sponsor Led,330,2152,"{""type"":""Point"",""coordinates"":[-1.78087085597747,52.4986836522836]}"
Calshot Primary School,Calshot Road,B42 2BY,405693,293840,http://www.calshot.bham.sch.uk/index.htm,Primary,Community School,330,2465,"{""type"":""Point"",""coordinates"":[-1.91748705074456,52.5424044018749]}"
Calthorpe Teaching Academy,Darwin Street,B12 0TP,408047,285490,http://www.calthorpe.bham.sch.uk/,Special,Academy Special Converter,330,7013,"{""type"":""Point"",""coordinates"":[-1.88297645936734,52.4673095518924]}"
Canterbury Cross Primary School,Canterbury Road,B20 3AA,406897,290486,http://www.canterburycross.org.uk/,Primary,Community School,330,2039,"{""type"":""Point"",""coordinates"":[-1.89981723082362,52.5122387322466]}"
Cardinal Wiseman Catholic Technology College,Old Oscott Hill,B44 9SR,407657,294636,http://www.cardinalwiseman.bham.sch.uk/,Secondary,Voluntary Aided School,330,4801,"{""type"":""Point"",""coordinates"":[-1.88850995281477,52.549527698836]}"
Castle Vale Nursery School,Yatesbury Avenue,B35 6DU,413996,291279,http://www.castvaln.bham.sch.uk/,Nursery,LA Nursery School,330,1048,"{""type"":""Point"",""coordinates"":[-1.79516720086209,52.5192242081664]}"
Chad Vale Primary School,Nursery Road,B15 3JU,403803,285141,http://www.chadvale.bham.sch.uk/,Primary,Community School,330,2312,"{""type"":""Point"",""coordinates"":[-1.94546600900276,52.4642171887876]}"
Chandos Primary School,Vaughton Street South,B12 0YN,407473,285512,http://www.chandos.bham.sch.uk/,Primary,Community School,330,2305,"{""type"":""Point"",""coordinates"":[-1.89143981444584,52.4675064236422]}"
Cherry Oak School,60 Frederick Road,B29 6PB,404010,282549,http://www.cherryoak.bham.sch.uk/,Special,Community School,330,7051,"{""type"":""Point"",""coordinates"":[-1.94244943007928,52.4409047178776]}"
Cherry Orchard Primary School,Cherry Orchard Road,B20 2LB,405451,291366,http://www.cherryorchard-bham.co.uk/,Primary,Community School,330,2040,"{""type"":""Point"",""coordinates"":[-1.9210950519062,52.5201658712383]}"
Chilcote Primary School,Chilcote Close,B28 0PB,410729,279837,http://www.chilcote.bham.sch.uk/,Primary,Community School,330,2251,"{""type"":""Point"",""coordinates"":[-1.84367748246725,52.4164436369887]}"
Chilwell Croft Academy,Chilwell Croft,B19 2QH,407069,288625,http://www.chilwellcroft.com/,Primary,Academy Sponsor Led,330,2047,"{""type"":""Point"",""coordinates"":[-1.89732172196309,52.4954973888564]}"
Chivenor Primary School,Farnborough Road,B35 7JA,414252,290866,http://www.chivenor.bham.sch.uk/,Primary,Academy Sponsor Led,330,2140,"{""type"":""Point"",""coordinates"":[-1.79142670183412,52.5155138220896]}"
Christ Church CofE Controlled Primary School and Nursery,Claremont Road,B11 1LF,408635,285127,http://www.christch.bham.sch.uk/,Primary,Voluntary Controlled School,330,3002,"{""type"":""Point"",""coordinates"":[-1.8743451102179,52.4640284058606]}"
Christ The King Catholic Primary School,Warren Farm Road,B44 0QN,408457,293942,http://www.christkng.bham.sch.uk/,Primary,Voluntary Aided School,330,3319,"{""type"":""Point"",""coordinates"":[-1.87674418953428,52.5432860777284]}"
City of Birmingham School,"The Link Centre, Jenkins Street",B10 0QH,409310,285927,http://www.cityofbirminghamschool.com/our-school/,Not applicable,Pupil Referral Unit,330,1100,"{""type"":""Point"",""coordinates"":[-1.86438794379398,52.4712094321482]}"
City Road Primary School,Cavendish Road,B16 0HL,403851,287395,http://www.cityroad.bham.sch.uk/,Primary,Academy Sponsor Led,330,2134,"{""type"":""Point"",""coordinates"":[-1.94472573871768,52.4844765898879]}"
Clifton Primary School,Brunswick Road,B12 8NX,408415,284267,http://www.cliftonprimary.bham.sch.uk/,Primary,Community School,330,3432,"{""type"":""Point"",""coordinates"":[-1.87759870148295,52.4563048738453]}"
Cockshut Hill Technology College,Cockshut Hill,B26 2HX,414305,285729,http://www.cockshut.bham.sch.uk/,Secondary,Community School,330,4233,"{""type"":""Point"",""coordinates"":[-1.79084991860182,52.4693224339991]}"
Cofton Primary School,Wootton Road,B31 4ST,402262,276891,http://www.cofton.bham.sch.uk/,Primary,Foundation School,330,2289,"{""type"":""Point"",""coordinates"":[-1.96818597444766,52.3900486312893]}"
Colebourne Primary School,Stechford Road,B34 6BJ,413195,288374,http://www.hazwebs.co.uk/colebourne/,Primary,Community School,330,2185,"{""type"":""Point"",""coordinates"":[-1.80708580332562,52.4931284704596]}"
Colmers Farm Infant School,Leybrook Road,B45 9PB,399911,277667,http://www.colfarmi.bham.sch.uk/,Infants,Community School,330,2052,"{""type"":""Point"",""coordinates"":[-2.00274701307104,52.397038064044]}"
Colmers Farm Junior School,Leybrook Road,B45 9PB,399846,277658,http://www.colfarmj.bham.sch.uk/,Juniors,Community School,330,2051,"{""type"":""Point"",""coordinates"":[-2.00368767302193,52.396948161124]}"
Colmers School and Sixth Form College,Bristol Road South,B45 9NY,399872,277588,http://www.colmers.org.uk/,Secondary,Foundation School,330,5416,"{""type"":""Point"",""coordinates"":[-2.00332010295775,52.3963188671065]}"
Colmore Infant and Nursery School,Colmore Road,B14 6AJ,406880,281059,http://www.colmoreinf.co.uk/,Infants,Community School,330,2054,"{""type"":""Point"",""coordinates"":[-1.90024421586369,52.4274905768291]}"
Colmore Junior School,Colmore Road,B14 6AJ,406897,281116,http://www.colmorej.co.uk/,Juniors,Community School,330,2053,"{""type"":""Point"",""coordinates"":[-1.89999304925457,52.4279938426867]}"
Conway Primary School,Conway Road,B11 1NS,409032,284661,http://www.conway.bham.sch.uk/,Primary,Community School,330,2082,"{""type"":""Point"",""coordinates"":[-1.8685142032059,52.459841676878]}"
Coppice Primary School,Trinity Road,B75 6TJ,411979,298085,http://www.coppice.bham.sch.uk/,Primary,Foundation School,330,2464,"{""type"":""Point"",""coordinates"":[-1.82466343488934,52.580456507465]}"
Corpus Christi Catholic Primary School,Lyttelton Road,B33 8BL,412828,286985,http://www.corpuschristi.bham.sch.uk/index.htm,Primary,Voluntary Aided School,330,3320,"{""type"":""Point"",""coordinates"":[-1.81255875744595,52.480650177652]}"
Cotteridge Junior and Infant School,Breedon Road,B30 2HT,405242,280146,http://www.cotridge.bham.sch.uk/,Primary,Community School,330,2055,"{""type"":""Point"",""coordinates"":[-1.92436220913167,52.4193004968733]}"
Cottesbrooke Infant and Nursery School,Yardley Road,B27 6LG,412509,283858,http://www.cottesbrooke-inf.bham.sch.uk/,Infants,Academy Converter,330,2299,"{""type"":""Point"",""coordinates"":[-1.81737194853844,52.4525549398753]}"
Cottesbrooke Junior School,Cedars Avenue,B27 6JL,412338,283921,http://www.cbrookej.bham.sch.uk/,Juniors,Community School,330,2226,"{""type"":""Point"",""coordinates"":[-1.81987124174394,52.4531251531861]}"
Court Farm Primary School,Tedbury Crescent,B23 5NS,410027,292888,http://www.courtfrm.bham.sch.uk/,Primary,Community School,330,2191,"{""type"":""Point"",""coordinates"":[-1.85361096985256,52.5337754956362]}"
Cromwell Junior and Infant School and Nursery Class,Cromwell Street,B7 5BA,408590,288601,http://www.cromwell.bham.sch.uk/,Primary,Community School,330,2060,"{""type"":""Point"",""coordinates"":[-1.87490444795386,52.4952690755259]}"
CUL Academy Trust,69 Aston Road North,B6 4EA,407933,288796,http://www.culacademy.co.uk/,Alternative,Free Schools,330,1109,"{""type"":""Point"",""coordinates"":[-1.88458580578957,52.4970256721315]}"
Dame Elizabeth Cadbury Technology College,Woodbrooke Road,B30 1UL,403975,281106,http://www.dectc.bham.sch.uk/,Secondary,Foundation School,330,4129,"{""type"":""Point"",""coordinates"":[-1.94298097232451,52.4279323918355]}"
Deykin Avenue Junior and Infant School,Deykin Avenue,B6 7BU,408537,290701,http://www.deykinav.bham.sch.uk/,Primary,Community School,330,2284,"{""type"":""Point"",""coordinates"":[-1.87563194977572,52.5141486717318]}"
Dorrington Academy,Dorrington Road,B42 1QR,405327,292443,http://www.dorringtonprimary.co.uk/,Primary,Academy Converter,330,2065,"{""type"":""Point"",""coordinates"":[-1.92290558716021,52.5298491863178]}"
East Birmingham Network Academy,1580 Coventry Road,B26 1AL,412857,284916,http://www.ebnacademy.co.uk/,Alternative,Free Schools,330,1105,"{""type"":""Point"",""coordinates"":[-1.81220074800194,52.4620529523753]}"
EBN Academy Phase 2,290 Reservoir Road,B23 6DE,410431,291602,,Alternative,Free Schools,330,1110,"{""type"":""Point"",""coordinates"":[-1.84769507535802,52.5222160185063]}"
Eden Boys' School,Whitehead Road,B6 6EL,407448,289681,http://www.edenboysbirmingham.com/,Secondary,Free Schools,330,4021,"{""type"":""Point"",""coordinates"":[-1.89171605276778,52.5049947397576]}"
Edith Cadbury Nursery School,Somerford Road,B29 5LB,402113,282052,http://www.edithcadbury.bham.sch.uk/,Nursery,LA Nursery School,330,1802,"{""type"":""Point"",""coordinates"":[-1.97035925883999,52.4364469103916]}"
Elms Farm Community Primary School,Dorncliffe Avenue,B33 0PJ,415503,285115,http://www.elmsfarm.bham.sch.uk/,Primary,Community School,330,2454,"{""type"":""Point"",""coordinates"":[-1.7732431466108,52.4637791369002]}"
English Martyrs' Catholic Primary School,Evelyn Road,B11 3JW,409362,283681,http://www.englishmartyrs.co.uk/,Primary,Voluntary Aided School,330,3321,"{""type"":""Point"",""coordinates"":[-1.86368462288427,52.4510260268956]}"
Erdington Hall Primary School,Ryland Road,B24 8JJ,410870,290445,http://www.erdhall.bham.sch.uk/,Primary,Academy Sponsor Led,330,2036,"{""type"":""Point"",""coordinates"":[-1.84126247186121,52.5117972818741]}"
Fairfax,Fairfax Road,B75 7JT,413812,295974,http://www.fairfax.bham.sch.uk/,Secondary,Academy Converter,330,5410,"{""type"":""Point"",""coordinates"":[-1.79769983032479,52.5614449907785]}"
Fairway Primary School,Muirfield Gardens,B38 8XQ,403747,278460,http://www.fairway.bham.sch.uk/,Primary,Academy Converter,330,2310,"{""type"":""Point"",""coordinates"":[-1.94636281415286,52.4041462542175]}"
Featherstone Nursery School,29 Highcroft Road,B23 6AU,410206,291634,http://www.feathern.bham.sch.uk/,Nursery,LA Nursery School,330,1026,"{""type"":""Point"",""coordinates"":[-1.85102488507588,52.522507931294]}"
Featherstone Primary School,Glenville Drive,B23 6PR,410230,291979,http://www.featherstoneprimaryschool.co.uk/,Primary,Community School,330,2294,"{""type"":""Point"",""coordinates"":[-1.85064597759797,52.5255999929428]}"
Firs Primary School,Dreghorn Road,B36 8LL,413469,289611,http://www.firs.bham.sch.uk/,Primary,Community School,330,2475,"{""type"":""Point"",""coordinates"":[-1.80300352053988,52.5042431750002]}"
Forestdale Primary School,Wareham Road,B45 0JS,399760,278836,http://www.forestdale.bham.sch.uk/,Primary,Community School,330,2486,"{""type"":""Point"",""coordinates"":[-2.00495337675821,52.4075431189757]}"
Four Dwellings Academy,Dwellings Lane,B32 1RJ,399851,284122,http://www.fourdwellingsacademy.org/,Secondary,Academy Sponsor Led,330,4005,"{""type"":""Point"",""coordinates"":[-2.00363398055199,52.4550687625949]}"
Four Dwellings Primary Academy,Quinton Road West,B32 1PJ,400046,284098,http://www.fdwellp.bham.sch.uk/,Primary,Academy Sponsor Led,330,2109,"{""type"":""Point"",""coordinates"":[-2.00075560381041,52.4548458458508]}"
Four Oaks Primary School,Edge Hill Road,B74 4PA,410110,299761,http://www.fouroaksprimary.bham.sch.uk/,Primary,Foundation School,330,3435,"{""type"":""Point"",""coordinates"":[-1.85219494844401,52.5955609002064]}"
Fox Hollies School and Performing Arts College,Highbury Community Campus,B13 8QB,407364,282546,http://www.foxhollies.bham.sch.uk/,Special,Community School,330,7050,"{""type"":""Point"",""coordinates"":[-1.893093987893,52.4408435757765]}"
Garretts Green Nursery School,117 Garretts Green Lane,B26 2JL,414259,285474,http://www.garrettsgreen.org.uk/,Nursery,LA Nursery School,330,1006,"{""type"":""Point"",""coordinates"":[-1.79153786054998,52.467031225861]}"
George Dixon Academy,Portland Road,B16 9GD,403049,286525,http://www.georgedixonacademy.com/,Secondary,Academy Converter,330,5412,"{""type"":""Point"",""coordinates"":[-1.95653720318339,52.4766549126318]}"
George Dixon Primary School,City Road,B17 8LE,402999,286499,http://www.georgedixonprimary.bham.sch.uk/,Primary,Community School,330,2079,"{""type"":""Point"",""coordinates"":[-1.95727353863301,52.4764304046029]}"
Gilbertstone Primary School,Clay Lane,B26 1EH,413072,284089,http://www.gilbertstoneprimary.com/,Primary,Community School,330,2081,"{""type"":""Point"",""coordinates"":[-1.80906387081473,52.454618569751]}"
Glenmead Primary School,Glenmead Road,B44 8UQ,406879,293712,https://glenmead-bham.frogprimary.com/,Primary,Community School,330,2296,"{""type"":""Point"",""coordinates"":[-1.90001123358959,52.5412386283059]}"
Goodway Nursery School,5 Goodway Road,B44 8RL,407743,293559,http://www.goodwayn.bham.sch.uk/,Nursery,LA Nursery School,330,1015,"{""type"":""Point"",""coordinates"":[-1.88728104522452,52.5398534287107]}"
Gossey Lane Junior Infant and Nursery School,Gossey Lane,B33 0DS,415123,286786,http://www.gosseylane.bham.sch.uk/,Primary,Community School,330,2448,"{""type"":""Point"",""coordinates"":[-1.7787756635514,52.4788118803717]}"
Gracelands Nursery School,Grace Road,B11 1ED,409309,285066,http://www.grclands.bham.sch.uk/,Nursery,LA Nursery School,330,1022,"{""type"":""Point"",""coordinates"":[-1.86442282706079,52.4634724808912]}"
Great Barr Primary School,Aldridge Road,B44 8NT,406701,294151,http://www.grtbarr.bham.sch.uk/,Primary,Academy Converter,330,2450,"{""type"":""Point"",""coordinates"":[-1.90261797822088,52.5451890011107]}"
Great Barr School,Aldridge Road,B44 8NU,406673,294247,http://www.greatbarrschool.org.uk/,Secondary,Foundation School,330,5403,"{""type"":""Point"",""coordinates"":[-1.90304370210315,52.5460434112225]}"
Green Meadow Primary School,Green Meadow Road,B29 4EE,401974,281204,http://www.greenmeadowprimaryschool.com/,Primary,Academy Converter,330,2451,"{""type"":""Point"",""coordinates"":[-1.97239979211115,52.4288283719989]}"
Greenholm Primary School,Greenholm Road,B44 8HS,407393,293192,http://web.grnholm.bham.sch.uk/site/,Primary,Academy Converter,330,2085,"{""type"":""Point"",""coordinates"":[-1.89243486937517,52.5365499846218]}"
Greenwood Academy,Farnborough Road,B35 7NL,414873,291387,https://sites.google.com/a/aetinet.org/greenwood-academy/home,Secondary,Academy Sponsor Led,330,4006,"{""type"":""Point"",""coordinates"":[-1.78225263556809,52.5201720911845]}"
Greet Primary School,Percy Road,B11 3ND,409762,283924,http://www.greet.bham.sch.uk/,Primary,Community School,330,2086,"{""type"":""Point"",""coordinates"":[-1.85779183400982,52.4532036810652]}"
Grendon Junior and Infant School (NC),Grendon Road,B14 4RB,408098,279321,http://www.grendon.bham.sch.uk/,Primary,Community School,330,2087,"{""type"":""Point"",""coordinates"":[-1.88238775712479,52.4118405799322]}"
Grestone Academy,Grestone Avenue,B20 1ND,404309,291601,http://www.grestoneschool.co.uk/,Primary,Academy Sponsor Led,330,2138,"{""type"":""Point"",""coordinates"":[-1.93793701178641,52.5222885055417]}"
